source,id,ossl_method,name,abbrev,unit,n_available_selMaster,n_available_allMaster,description
kssl_calc,537,usda.c537,"Cation Exchange Capacity, Effective, CECd-Set 3",ecec_cecd3,meq/100g,NA,NA,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1068,usda.c1068,"Cation Exchange Capacity, Effective, CECd-Set 30",ecec_cecd30,meq/100g,NA,NA,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1069,usda.c1069,"Cation Exchange Capacity, Effective, CECd-Set 31",ecec_cecd31,meq/100g,NA,NA,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1070,usda.c1070,"Cation Exchange Capacity, Effective, CECd-Set 32",ecec_cecd32,meq/100g,NA,NA,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1071,usda.c1071,"Cation Exchange Capacity, Effective, CECd-Set 33",ecec_cecd33,meq/100g,2733,2733,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1072,usda.c1072,"Cation Exchange Capacity, Effective, CECd-Set 34",ecec_cecd34,meq/100g,9,9,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1073,usda.c1073,"Cation Exchange Capacity, Effective, CECd-Set 35",ecec_cecd35,meq/100g,92,92,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1133,usda.c1133,"Cation Exchange Capacity, Effective, CECd-Set 36",ecec_cecd36,meq/100g,173,173,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1209,usda.c1209,"Cation Exchange Capacity, Effective, CECd-Set 37",ecec_cecd37,meq/100g,26,26,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1210,usda.c1210,"Cation Exchange Capacity, Effective, CECd-Set 38",ecec_cecd38,meq/100g,NA,NA,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1211,usda.c1211,"Cation Exchange Capacity, Effective, CECd-Set 39",ecec_cecd39,meq/100g,NA,NA,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,538,usda.c538,"Cation Exchange Capacity, Effective, CECd-Set 4",ecec_cecd4,meq/100g,1799,1799,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1212,usda.c1212,"Cation Exchange Capacity, Effective, CECd-Set 40",ecec_cecd40,meq/100g,3,3,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1324,usda.c1324,"Cation Exchange Capacity, Effective, CECd-Set 41",ecec_cecd41,meq/100g,348,348,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1325,usda.c1325,"Cation Exchange Capacity, Effective, CECd-Set 42",ecec_cecd42,meq/100g,NA,NA,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1326,usda.c1326,"Cation Exchange Capacity, Effective, CECd-Set 43",ecec_cecd43,meq/100g,NA,NA,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1327,usda.c1327,"Cation Exchange Capacity, Effective, CECd-Set 44",ecec_cecd44,meq/100g,23,23,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1328,usda.c1328,"Cation Exchange Capacity, Effective, CECd-Set 45",ecec_cecd45,meq/100g,794,794,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1329,usda.c1329,"Cation Exchange Capacity, Effective, CECd-Set 46",ecec_cecd46,meq/100g,NA,NA,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1330,usda.c1330,"Cation Exchange Capacity, Effective, CECd-Set 47",ecec_cecd47,meq/100g,42,42,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1331,usda.c1331,"Cation Exchange Capacity, Effective, CECd-Set 48",ecec_cecd48,meq/100g,65,65,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1365,usda.c1365,"Cation Exchange Capacity, Effective, CECd-Set 49",ecec_cecd49,meq/100g,1058,1058,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,539,usda.c539,"Cation Exchange Capacity, Effective, CECd-Set 5",ecec_cecd5,meq/100g,NA,NA,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1366,usda.c1366,"Cation Exchange Capacity, Effective, CECd-Set 50",ecec_cecd50,meq/100g,NA,NA,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1367,usda.c1367,"Cation Exchange Capacity, Effective, CECd-Set 51",ecec_cecd51,meq/100g,NA,NA,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1368,usda.c1368,"Cation Exchange Capacity, Effective, CECd-Set 52",ecec_cecd52,meq/100g,68,68,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1404,usda.c1404,"Cation Exchange Capacity, Effective, CECd-Set 53",ecec_cecd53,meq/100g,562,562,The effective cation exchange capacity is calculated by sum of bases plus KCl extractable aluminum.  It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1405,usda.c1405,"Cation Exchange Capacity, Effective, CECd-Set 54",ecec_cecd54,meq/100g,NA,NA,The effective cation exchange capacity is calculated by sum of bases plus KCl extractable aluminum.  It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1406,usda.c1406,"Cation Exchange Capacity, Effective, CECd-Set 55",ecec_cecd55,meq/100g,85,85,The effective cation exchange capacity is calculated by sum of bases plus KCl extractable aluminum.  It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,1407,usda.c1407,"Cation Exchange Capacity, Effective, CECd-Set 56",ecec_cecd56,meq/100g,27,27,The effective cation exchange capacity is calculated by sum of bases plus KCl extractable aluminum.  It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,540,usda.c540,"Cation Exchange Capacity, Effective, CECd-Set 6",ecec_cecd6,meq/100g,3,3,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,628,usda.c628,"Cation Exchange Capacity, Effective, CECd-Set 7",ecec_cecd7,meq/100g,2360,2360,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,788,usda.c788,"Cation Exchange Capacity, Effective, CECd-Set 8",ecec_cecd8,meq/100g,NA,NA,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,789,usda.c789,"Cation Exchange Capacity, Effective, CECd-Set 9",ecec_cecd9,meq/100g,NA,NA,The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.
kssl_calc,7,usda.c7,"Cation Exchange Capacity, Sum of Cations, CEC-Set 1",cec_sum_cec1,meq/100g,1080,1080,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,382,usda.c382,"Cation Exchange Capacity, Sum of Cations, CEC-Set 2",cec_sum_cec2,meq/100g,NA,NA,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,383,usda.c383,"Cation Exchange Capacity, Sum of Cations, CEC-Set 3",cec_sum_cec3,meq/100g,NA,NA,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,523,usda.c523,"Cation Exchange Capacity, Sum of Cations, CECd-Set 1",cec_sum_cecd1,meq/100g,10464,10464,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,839,usda.c839,"Cation Exchange Capacity, Sum of Cations, CECd-Set 10",cec_sum_cecd10,meq/100g,6650,6650,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,840,usda.c840,"Cation Exchange Capacity, Sum of Cations, CECd-Set 11",cec_sum_cecd11,meq/100g,10,10,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,841,usda.c841,"Cation Exchange Capacity, Sum of Cations, CECd-Set 12",cec_sum_cecd12,meq/100g,193,193,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,1132,usda.c1132,"Cation Exchange Capacity, Sum of Cations, CECd-Set 13",cec_sum_cecd13,meq/100g,426,426,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,1201,usda.c1201,"Cation Exchange Capacity, Sum of Cations, CECd-Set 14",cec_sum_cecd14,meq/100g,1664,1664,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,1202,usda.c1202,"Cation Exchange Capacity, Sum of Cations, CECd-Set 15",cec_sum_cecd15,meq/100g,NA,NA,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,1203,usda.c1203,"Cation Exchange Capacity, Sum of Cations, CECd-Set 16",cec_sum_cecd16,meq/100g,77,77,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,1204,usda.c1204,"Cation Exchange Capacity, Sum of Cations, CECd-Set 17",cec_sum_cecd17,meq/100g,92,92,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,1357,usda.c1357,"Cation Exchange Capacity, Sum of Cations, CECd-Set 18",cec_sum_cecd18,meq/100g,2510,2510,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,1358,usda.c1358,"Cation Exchange Capacity, Sum of Cations, CECd-Set 19",cec_sum_cecd19,meq/100g,NA,NA,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,524,usda.c524,"Cation Exchange Capacity, Sum of Cations, CECd-Set 2",cec_sum_cecd2,meq/100g,NA,NA,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,1359,usda.c1359,"Cation Exchange Capacity, Sum of Cations, CECd-Set 20",cec_sum_cecd20,meq/100g,125,125,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,1360,usda.c1360,"Cation Exchange Capacity, Sum of Cations, CECd-Set 21",cec_sum_cecd21,meq/100g,95,95,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,1396,usda.c1396,"Cation Exchange Capacity, Sum of Cations, CECd-Set 22",cec_sum_cecd22,meq/100g,1748,1748,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,1397,usda.c1397,"Cation Exchange Capacity, Sum of Cations, CECd-Set 23",cec_sum_cecd23,meq/100g,NA,NA,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,1398,usda.c1398,"Cation Exchange Capacity, Sum of Cations, CECd-Set 24",cec_sum_cecd24,meq/100g,154,154,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,1399,usda.c1399,"Cation Exchange Capacity, Sum of Cations, CECd-Set 25",cec_sum_cecd25,meq/100g,35,35,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,525,usda.c525,"Cation Exchange Capacity, Sum of Cations, CECd-Set 3",cec_sum_cecd3,meq/100g,4,4,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,770,usda.c770,"Cation Exchange Capacity, Sum of Cations, CECd-Set 4",cec_sum_cecd4,meq/100g,NA,4,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,771,usda.c771,"Cation Exchange Capacity, Sum of Cations, CECd-Set 5",cec_sum_cecd5,meq/100g,99,99,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,772,usda.c772,"Cation Exchange Capacity, Sum of Cations, CECd-Set 6",cec_sum_cecd6,meq/100g,1,1,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,773,usda.c773,"Cation Exchange Capacity, Sum of Cations, CECd-Set 7",cec_sum_cecd7,meq/100g,NA,NA,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,774,usda.c774,"Cation Exchange Capacity, Sum of Cations, CECd-Set 8",cec_sum_cecd8,meq/100g,309,309,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,775,usda.c775,"Cation Exchange Capacity, Sum of Cations, CECd-Set 9",cec_sum_cecd9,meq/100g,NA,NA,This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base.
kssl_calc,527,usda.c527,"CEC Activity, CEC7/Clay, Weighted Average, CECd, Set 1",cec7_cly_cecd1_wtavg,(NA),402,402,Weighted average cec-7 to clay ratio for control section depths
kssl_calc,529,usda.c529,"CEC Activity, CEC7/Clay, Weighted Average, CECd, Set 2",cec7_cly_cecd2_wtavg,(NA),4,4,Weighted average cec-7 to clay ratio for control section depths
kssl_calc,531,usda.c531,"CEC Activity, CEC7/Clay, Weighted Average, CECd, Set 3",cec7_cly_cecd3_wtavg,(NA),4,4,Weighted average cec-7 to clay ratio for control section depths
kssl_calc,860,usda.c860,"CEC Activity, CEC7/Clay, Weighted Average, CECd, Set 4",cec7_cly_cecd4_wtavg,(NA),662,662,Weighted average cec-7 to clay ratio for control section depths
kssl_calc,1221,usda.c1221,"CEC Activity, CEC7/Clay, Weighted Average, CECd, Set 6",cec7_cly_cecd6_wtavg,(NA),77,78,Weighted average cec-7 to clay ratio for control section depths
kssl_calc,1377,usda.c1377,"CEC Activity, CEC7/Clay, Weighted Average, CECd, Set 7",cec7_cly_cecd7_wtavg,(NA),112,142,Weighted average cec-7 to clay ratio for control section depths
kssl_calc,1412,usda.c1412,"CEC Activity, CEC7/Clay, Weighted Average, CECd, Set 8",cec7_cly_cecd8_wtavg,(NA),156,156,Weighted average cec-7 to clay ratio for control section depths
kssl_calc,483,usda.c483,"CEC Activity, CEC7/Clay, Weighted Average, Set 1",cec7_cly_cec1_wtavg,(NA),57,57,Weighted average cec-7 to clay ratio for control section depths
kssl_calc,484,usda.c484,"CEC Activity, CEC7/Clay, Weighted Average, Set 2",cec7_cly_cec2_wtavg,(NA),4,4,Weighted average cec-7 to clay ratio for control section depths
kssl_calc,485,usda.c485,"CEC Activity, CEC7/Clay, Weighted Average, Set 3",cec7_cly_cec3_wtavg,(NA),4,4,Weighted average cec-7 to clay ratio for control section depths
kssl_analyte,76,usda.a76,"CEC, NH4Cl",cec_nhcl,cmol(+)/kg,NA,NA,"CEC by a neutral unbuffered salt (1N NH4Cl) is a measure of the neutral salt exchange capacity of the soil at its natural pH, reported as meq per 100 grams on a <2 mm base. For noncalcareous soils this value approximates (BASE_SUM+AL_KCL)."
kssl_analyte,82,usda.a82,"CEC, NH4OAc, pH 7.0",cec_nh4,cmol(+)/kg,1396,1405,"CEC by NH4OAC is the cation exchange capacity of the sample, determined by 1N NH4OAC in a system highly buffered at pH 7.0. It is reported as meq per 100 grams sample, on a <2 mm base."
kssl_analyte,723,usda.a723,"CEC, NH4OAc, pH 7.0, 2M KCl displacement",cecd_nh4,cmol(+)/kg,51298,53799,"CEC by NH4OAC is the cation exchange capacity of the sample, determined by 1N NH4OAC in a system highly buffered at pH 7.0 The NH4 is displaced by 2M KCl to obtain a solution without solids. It is reported as meq per 100 grams sample, on a <2 mm base."
kssl_analyte,136,usda.a136,"Chert (Chalcedony, Jasper, Agate, Onyx), petro_count",min_CD_petro_count,count,4122,4122,to be added
kssl_analyte,1267,usda.a1267,"Chert (Chalcedony, Jasper, Agate, Onyx), x-ray pm",min_CD_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,371,usda.a371,"Chloride, Saturation Extract",cl_satx,mmol(-)/L,9335,9400,"Chloride in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract."
kssl_analyte,1189,usda.a1189,"Chloride, Water",cl_wat,µg/L,NA,NA,Chloride in the water sample.
kssl_analyte,1148,usda.a1148,"Chloride, water extract",cl_watx,µg/kg,932,996,Chloride in the water extract. It is reported as meq per liter of extract.
kssl_analyte,1442,usda.a1442,"Chlorine, X-Ray Flourescence Element",cl_pxrf,ppm,NA,NA,Chlorine as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.
kssl_analyte,138,usda.a138,"Chlorite-Mica, petro_count",min_CM_petro_count,count,47,47,to be added
kssl_analyte,433,usda.a433,"Chlorite-Mica, x-ray",min_CM_x-ray,peak_size,20,20,to be added
kssl_analyte,1269,usda.a1269,"Chlorite-Mica, x-ray pm",min_CM_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,137,usda.a137,"Chlorite, petro_count",min_CL_petro_count,count,733,733,to be added
kssl_analyte,432,usda.a432,"Chlorite, x-ray",min_CL_x-ray,peak_size,1008,1008,to be added
kssl_analyte,1268,usda.a1268,"Chlorite, x-ray pm",min_CL_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,1062,usda.a1062,"Chromium, Element Mehlich3 Extractable",cr_el_meh3,mg/kg,1578,1643,The chromium extracted by the Mehlich III solution.
kssl_analyte,396,usda.a396,"Chromium, Total",cr_tot,mg/kg,NA,NA,Total Cr is the chromium measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,681,usda.a681,"Chromium, Trace Element",cr_trelm,mg/kg,NA,16045,Total Cr is the chromium measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,1203,usda.a1203,"Chromium, Water Element",cr_wtelm,µg/L,NA,NA,Total Cr is the chromium measured in the water sample.
kssl_analyte,1164,usda.a1164,"Chromium, Water Extractable",cr_watx,µg/kg,915,979,The chromium extracted by the Water solution.
kssl_analyte,1444,usda.a1444,"Chromium, X-Ray Flourescence Element",cr_pxrf,ppm,NA,50,Chromium as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.
kssl_analyte,139,usda.a139,"Chrysotile, petro_count",min_CY_petro_count,count,NA,NA,to be added
kssl_analyte,1270,usda.a1270,"Chrysotile, x-ray pm",min_CY_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,334,usda.a334,Clay,clay_tot_psa,% wt,50273,50381,Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction.
kssl_analyte,275,usda.a275,"Clay PSDA, Dith, Pipet",clay_tot_Dith,% wt,27,27,"Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Dith, Pipet"
kssl_analyte,282,usda.a282,"Clay PSDA, Moist, Dith, Pipet",clay_tot_Moist_Dith,% wt,NA,7,"Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Moist, Dith, Pipet"
kssl_analyte,289,usda.a289,"Clay PSDA, Moist, NaOAc, Pipet",clay_tot_Moist_NaOAc,% wt,NA,NA,"Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Moist, NaOAc, Pipet"
kssl_analyte,296,usda.a296,"Clay PSDA, Moist, NaOH, Pipet",clay_tot_Moist_NaOH,% wt,NA,NA,"Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Moist, NaOH, Pipet"
kssl_analyte,303,usda.a303,"Clay PSDA, Moist, Pipet",clay_tot_Moist,% wt,NA,600,"Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Moist, Pipet"
kssl_analyte,313,usda.a313,"Clay PSDA, Moist, Ultrasonic, Pipet",clay_tot_Moist_Ultra,% wt,NA,23,"Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Ultrasonic, NaOH, Pipet"
kssl_analyte,320,usda.a320,"Clay PSDA, NaOAc, Pipet",clay_tot_NaOAc,% wt,1,1,"Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, NaOAc, Pipet"
kssl_analyte,327,usda.a327,"Clay PSDA, NaOH, Pipet",clay_tot_NaOH,% wt,28,28,"Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, NaOH, Pipet"
kssl_analyte,344,usda.a344,"Clay PSDA, Ultrasonic, Pipet",clay_tot_Ultrasonic,% wt,38,38,"Total clay is the soil separate with <0.002 mm particle diameter. Clay size carbonate is included. Total clay is reported as a weight percent of the <2 mm fraction., PSDA, Ultrasonic, Pipet"
kssl_analyte,140,usda.a140,"Clay-Coated Quartz, petro_count",min_QC_petro_count,count,36,36,to be added
kssl_analyte,1271,usda.a1271,"Clay-Coated Quartz, x-ray pm",min_QC_x-ray_pm,peak_size,NA,NA,to be added
kssl_analyte,335,usda.a335,"Clay, Carbonate",co3_cly,% wt,11599,11650,Carbonate clay is the part of <0.002 mm diameter particles that are composed of carbonates. It is reported as a weight percent of the <2 mm fraction.
kssl_calc,1249,usda.c1249,"Clay, carbonate free, set 2, Weighted Average",nco3_clay_wtavg,% wt,325,356,Weighted average clay content for specific depths
kssl_calc,8,usda.c8,"Clay, carbonate free, Weighted Average",nco3_clay_wtavg,% wt,1177,1177,Weighted average clay content for specific depths
kssl_analyte,1045,usda.a1045,"Clay, Carbonate, Dith, Pipet",co3_cly_Dith,% wt,NA,NA,Carbonate clay is the part of <0.002 mm diameter particles that are composed of carbonates. It is reported as a weight percent of the <2 mm fraction.
kssl_analyte,1229,usda.a1229,"Clay, Carbonate, H2O Disp, Air-dry, Ultra",w_clyco3_u,% wt,NA,NA,"H2O and Ultrasonic probe dispersible CO3 clay, <2mm (by pipette) is the gravimetric percent of <0.002 mm particle diameter carbonates dispersed without chemical dispersants, organic matter and clay removal. It is reported on a <2 mm base."
kssl_analyte,1221,usda.a1221,"Clay, Carbonate, H2O Disp, Moist, Ultra",w_clyco3_mu,% wt,NA,NA,"H2O and Ultrasonic probe dispersible CO3 clay, <2mm (by pipette) is the gravimetric percent of <0.002 mm particle diameter carbonates dispersed without chemical dispersants, organic matter and clay removal. It is reported on a <2 mm base."
kssl_analyte,351,usda.a351,"Clay, Carbonate, H2O Dispersible",w_clyco3,% wt,513,513,"H2O dispersible CO3 clay, <2mm (by pipette) is the gravimetric percent of <0.002 mm particle diameter carbonates dispersed without chemical dispersants, organic matter and clay removal. It is reported on a <2 mm base."
kssl_analyte,978,usda.a978,"Clay, Carbonate, H2O Dispersible, Moist",w_clyco3_moist,% wt,NA,NA,"H2O dispersible CO3 clay, <2mm (by pipette) is the gravimetric percent of <0.002 mm particle diameter carbonates dispersed without chemical dispersants, organic matter and clay removal. It is reported on a <2 mm base."
kssl_analyte,304,usda.a304,"Clay, Carbonate, Moist",co3_cly_moist,% wt,NA,109,Carbonate clay is the part of <0.002 mm diameter particles that are composed of carbonates. It is reported as a weight percent of the <2 mm fraction.
kssl_analyte,1047,usda.a1047,"Clay, Carbonate, Moist, Dith, Pipet",co3_cly_Moist_Dith,% wt,NA,NA,Carbonate clay is the part of <0.002 mm diameter particles that are composed of carbonates. It is reported as a weight percent of the <2 mm fraction.
kssl_analyte,1049,usda.a1049,"Clay, Carbonate, Moist, NaOAc, Pipet",co3_cly_Moist_NaOAc,% wt,NA,NA,Carbonate clay is the part of <0.002 mm diameter particles that are composed of carbonates. It is reported as a weight percent of the <2 mm fraction.
