source,id,original_name,import,ossl_name,abbrev,unit,original_description
kssl_analyte,1438,"Arsenic, X-Ray Flourescence Element",,,as_pxrf,ppm,Arsenic as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.
kssl_analyte,123,"Augite, petro_count",,,min_AU_petro_count,count,to be added
kssl_analyte,1254,"Augite, x-ray pm",,,min_AU_x-ray_pm,peak_size,to be added
kssl_calc,1137,"Average, Thermal, N prep",,,min_therm_avg,%,The thermal average is calculated by adding the percent Kaolinite measured in the clay size fraction by TGA and DSC methods and dividing by two. It is reported on a <2 mm base.
kssl_calc,1136,"Average, Thermal, S prep",,,min_therm_avg,%,The thermal average is calculated by adding the percent Kaolinite measured in the clay size fraction by TGA and DSC methods and dividing by two. It is reported on a <2 mm base.
kssl_analyte,124,"Barite, petro_count",,,min_BA_petro_count,count,to be added
kssl_analyte,1255,"Barite, x-ray pm",,,min_BA_x-ray_pm,peak_size,to be added
kssl_analyte,1058,"Barium, Element Mehlich3 Extractable",,,ba_el_meh3,mg/kg,The barium extracted by the Mehlich III solution.
kssl_analyte,880,"Barium, Trace Element",,,ba_trelm,mg/kg,Total Ba is the barium measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,1199,"Barium, Water Element",,,ba_wtelm,µg/L,Total Ba is the barium measured in the water sample.
kssl_analyte,1160,"Barium, Water Extractable",,,ba_watx,µg/kg,The barium extracted by the Water solution.
kssl_calc,2,"Base Saturation, NH4OAc, pH 7.0, CEC-Set 1",,,bsesat_cec1,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,394,"Base Saturation, NH4OAc, pH 7.0, CEC-Set 2",,,bsesat_cec2,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,395,"Base Saturation, NH4OAc, pH 7.0, CEC-Set 3",,,bsesat_cec3,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,520,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 1",,,bsesat_cecd1,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,836,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 10",,,bsesat_cecd10,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,837,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 11",,,bsesat_cecd11,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,838,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 12",,,bsesat_cecd12,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,1131,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 13",,,bsesat_cecd13,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,1194,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 14",,,bsesat_cecd14,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,1195,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 15",,,bsesat_cecd15,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,1196,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 16",,,bsesat_cecd16,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,1197,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 17",,,bsesat_cecd17,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,1350,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 18",,,bsesat_cecd18,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,1351,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 19",,,bsesat_cecd19,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,521,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 2",,,bsesat_cecd2,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,1352,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 20",,,bsesat_cecd20,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,1353,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 21",,,bsesat_cecd21,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,1389,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 22",,,bsesat_cecd22,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,1390,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 23",,,bsesat_cecd23,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,1391,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 24",,,bsesat_cecd24,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,1392,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 25",,,bsesat_cecd25,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,522,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 3",,,bsesat_cecd3,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,764,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 4",,,bsesat_cecd4,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,765,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 5",,,bsesat_cecd5,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,766,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 6",,,bsesat_cecd6,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,767,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 7",,,bsesat_cecd7,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,768,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 8",,,bsesat_cecd8,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,769,"Base Saturation, NH4OAc, pH 7.0, CECd-Set 9",,,bsesat_cecd9,%,NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.
kssl_calc,3,"Base Saturation, Sum of Cations, pH 8.2, CEC-Set 1",,,bsecat_cec1,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,386,"Base Saturation, Sum of Cations, pH 8.2, CEC-Set 2",,,bsecat_cec2,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,387,"Base Saturation, Sum of Cations, pH 8.2, CEC-Set 3",,,bsecat_cec3,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,388,"Base Saturation, Sum of Cations, pH 8.2, CEC-Set 4",,,bsecat_cec4,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,389,"Base Saturation, Sum of Cations, pH 8.2, CEC-Set 5",,,bsecat_cec5,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,390,"Base Saturation, Sum of Cations, pH 8.2, CEC-Set 6",,,bsecat_cec6,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,391,"Base Saturation, Sum of Cations, pH 8.2, CEC-Set 7",,,bsecat_cec7,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,392,"Base Saturation, Sum of Cations, pH 8.2, CEC-Set 8",,,bsecat_cec8,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,393,"Base Saturation, Sum of Cations, pH 8.2, CEC-Set 9",,,bsecat_cec9,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,511,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 1",,,bsecat_cecd1,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,512,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 10",,,bsecat_cecd10,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,513,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 11",,,bsecat_cecd11,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,514,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 12",,,bsecat_cecd12,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,516,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 13",,,bsecat_cecd13,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,517,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 14",,,bsecat_cecd14,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,518,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 15",,,bsecat_cecd15,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,1134,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 16",,,bsecat_cecd16,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,1205,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 17",,,bsecat_cecd17,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,1206,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 18",,,bsecat_cecd18,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,1207,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 19",,,bsecat_cecd19,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,848,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 2",,,bsecat_cecd2,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,1208,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 20",,,bsecat_cecd20,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,1361,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 21",,,bsecat_cecd21,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,1362,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 22",,,bsecat_cecd22,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,1363,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 23",,,bsecat_cecd23,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,1364,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 24",,,bsecat_cecd24,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,1400,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 25",,,bsecat_cecd25,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,1401,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 26",,,bsecat_cecd26,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,1402,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 27",,,bsecat_cecd27,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,1403,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 28",,,bsecat_cecd28,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,849,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 3",,,bsecat_cecd3,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,850,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 4",,,bsecat_cecd4,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,515,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 5",,,bsecat_cecd5,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_calc,519,"Base Saturation, Sum of Cations, pH 8.2, CECd-Set 9",,,bsecat_cecd9,%,Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100.
kssl_analyte,95,"Basic Glass, glass_count",,,min_BG_glass_count,count,to be added
kssl_analyte,125,"Basic Glass, petro_count",,,min_BG_petro_count,count,to be added
kssl_analyte,1256,"Basic Glass, x-ray pm",,,min_BG_x-ray_pm,peak_size,to be added
kssl_analyte,1476,"Beidellite, x-ray",,,min_BD_x-ray,peak_size,to be added
kssl_analyte,126,"Beryl, petro_count",,,min_BY_petro_count,count,to be added
kssl_analyte,1257,"Beryl, x-ray pm",,,min_BY_x-ray_pm,peak_size,to be added
kssl_analyte,881,"Beryllium, Trace Element",,,be_trelm,mg/kg,Total Be is the beryllium measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,366,"Bicarbonate, Saturation Extract",,,hco3sx,mmol(-)/L,"Bicarbonate (HCO3) in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract."
kssl_analyte,1195,"Bicarbonate, Water",,,hco3w,µg/L,Bicarbonate (HCO3) in the water sample.
kssl_analyte,128,"Biotite-Chlorite, petro_count",,,min_BC_petro_count,count,to be added
kssl_analyte,429,"Biotite-Chlorite, x-ray",,,min_BC_x-ray,peak_size,to be added
kssl_analyte,1259,"Biotite-Chlorite, x-ray pm",,,min_BC_x-ray_pm,peak_size,to be added
kssl_analyte,127,"Biotite, petro_count",,,min_BT_petro_count,count,to be added
kssl_analyte,428,"Biotite, x-ray",,,min_BT_x-ray,peak_size,to be added
kssl_analyte,1258,"Biotite, x-ray pm",,,min_BT_x-ray_pm,peak_size,to be added
kssl_analyte,1439,"Bismuth, X-Ray Flourescence Element",,,bi_pxrf,ppm,Bismuth as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.
kssl_analyte,129,"Boehmite, petro_count",,,min_BE_petro_count,count,to be added
kssl_analyte,1425,"Boehmite, x-ray",,,min_BE_x-ray,peak_size,to be added
kssl_analyte,1260,"Boehmite, x-ray pm",,,min_BE_x-ray_pm,peak_size,to be added
kssl_analyte,367,"Borate, Saturation Extract",,,b_satx,mmol(-)/L,"Boron as BO3 in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract."
kssl_analyte,1187,"Borate, Water",,,b_wat,µg/L,Boron as BO3 in the water sample.
kssl_analyte,393,"Boron, Total",,,b_tot,mg/kg,Total boron is the amount measured after total dissolution of a size fraction of soil material. It  is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,1146,"Boron, water extract",,,b_watx,µg/kg,Boron in the water extract.
kssl_analyte,368,"Bromide, Saturation Extract",,,br_satx,mmol(-)/L,The bromide anion in the saturation extract.
kssl_analyte,1188,"Bromide, Water",,,br_wat,µg/L,The bromide anion in the water sample.
kssl_analyte,1147,"Bromide, water extract",,,br_watx,µg/kg,The bromide anion in the water extract.
kssl_analyte,130,"Bronzite, petro_count",,,min_BZ_petro_count,count,to be added
kssl_analyte,1261,"Bronzite, x-ray pm",,,min_BZ_x-ray_pm,peak_size,to be added
kssl_analyte,131,"Brookite, petro_count",,,min_BK_petro_count,count,to be added
kssl_analyte,1262,"Brookite, x-ray pm",,,min_BK_x-ray_pm,peak_size,to be added
kssl_analyte,132,"Brucite, petro_count",,,min_BR_petro_count,count,to be added
kssl_analyte,430,"Brucite, x-ray",,,min_BR_x-ray,peak_size,to be added
kssl_analyte,1263,"Brucite, x-ray pm",,,min_BR_x-ray_pm,peak_size,to be added
kssl_analyte,10,"Bulk Density, <2 mm Fraction, 1/10 Bar",,,db_10b,g/cc,"Bulk density, <2 mm fraction, 1/10 bar is the weight per unit volume of the <2 mm fraction, with volume being measured after equilibration at 1/10 bar water tension. It is reported as grams per cubic centimeter on a <2 mm base."
kssl_analyte,4,"Bulk Density, <2mm Fraction, 1/3 Bar",,,db_13b,g/cc,"Bulk density, <2 mm fraction, 1/3 bar is the weight per unit volume of the <2 mm fraction, with volume being measured after equilibration at 1/3 bar water tension. It is reported as grams per cubic centimeter on a <2 mm base."
kssl_analyte,5,"Bulk Density, <2mm Fraction, Ovendry",,,db_od,g/cc,"Bulk density, oven dry (105 C) is the weight per unit volume of the <2 mm fraction, with volume measured on oven dry (105 C) natural fabric (clods). It is reported as grams per cubic centimeter on a <2 mm base."
kssl_analyte,16,"Bulk Density, <2mm Fraction, Reconstituted, 1/3 Bar",,,db_rec3,g/cc,"Bulk density, <2mm fraction, reconstituted, 1/3 bar is the weight per unit volume of the <2 mm fraction, with volume measured on reconstituted samples at 1/3 bar water tension. It is reported as grams per cubic centimeter on a <2 mm base."
kssl_analyte,17,"Bulk Density, <2mm Fraction, Reconstituted, Ovendry",,,db_recd,g/cc,"Bulk density, <2mm fraction, reconstituted, oven dry is the weight per unit volume of the <2 mm fraction, with volume measured on oven dry (105 C) reconstituted samples. It is reported as grams per cubic centimeter on a <2 mm base."
kssl_analyte,23,"Bulk Density, <2mm Fraction, Rewet, Ovendry",,,db_rw_od,g/cc,"Bulk density, oven dry (105 C) is the weight per unit volume of the <2 mm fraction, with volume measured on oven dry (105 C) natural fabric (clods). It is reported as grams per cubic centimeter on a <2 mm base."
kssl_analyte,24,"Bulk Density, 1/3 Bar, Before Rewet (Organic Soils)",,,db_3brw,g/cc,"Bulk density, 1/3 bar rewet (organic soils) is the weight per unit volume of the <2 mm fraction, with volume being measured after samples have been equilibrated at 1/3 bar water tension, air dried, and re-equilibrated at 1/3 bar tension."
kssl_analyte,28,"Bulk Density, 1/3 Bar, Estimated",,,db_3est,g/cc,"Bulk density, 1/3 bar is estimated when no measured value exists. It has been estimated from rupture resistance, particle size distribution, and organic carbon."
kssl_analyte,25,"Bulk Density, 1/3 Bar, Rewet (Organic Soils)",,,db_3rw,g/cc,"Bulk density, 1/3 bar rewet (organic soils) is the weight per unit volume of the <2 mm fraction, with volume being measured after samples have been equilibrated at 1/3 bar water tension, air dried, and re-equilibrated at 1/3 bar tension."
kssl_analyte,22,"Bulk Density, Clod, Field Water Content",,,db_fmst,g/cc,"Bulk density, <2mm fraction, moist is the weight per unit volume of the <2 mm fraction, with volume measured at field (sampling) moisture on natural clods. It is reported as grams per cubic centimeter on a <2 mm base."
kssl_analyte,19,"Bulk Density, Compliant Cavity, Field Moisture",,,db_cc,g/cc,"Bulk density (compliant cavity at field H20) is the weight per unit volume of the <2 mm fraction, with volume measured at field (sampling) moisture content by the compliant cavity method. It is reported as grams per cubic centimeter on a <2 mm base."
kssl_analyte,21,"Bulk Density, Core, <2 mm fraction, Field Moist",,,db_fmstc,g/cc,"Bulk density, <2mm fraction, field moist is the weight per unit volume of the <2 mm fraction, with volume measured at field (sampling) moisture. Measurements are made on known volume cores. It is reported as grams per cubic centimeter, <2 mm base."
kssl_analyte,1479,"Bulk Density, Field Core, Field Moisture",,,db_fc,g/cc,"Bulk density (field core at field H20) is the weight per unit volume of the <2 mm fraction, with volume measured at field (sampling) moisture content by the field core method. It is reported as grams per cubic centimeter on a <2 mm base."
kssl_analyte,1499,"Bulk Density, Syringe, Field Moisture",,,db_sy,g/cc,"Bulk density (syringe at field H20) is the weight per unit volume of the <2 mm fraction, with volume measured at field (sampling) moisture content by the syringe method. It is reported as grams per cubic centimeter on a <2 mm base."
kssl_calc,4,"Bulk Density, Whole Soil, Field Moist",,,db_fmb,g/cc,"Bulk density, whole soil, field moist, is the weight per unit volume of the whole soil, with volume measured at field (sampling) moisture content by the balloon method. It is reported as grams per cubic centimeter, on a whole soil base."
kssl_calc,5,"Bulk Density, Whole Soil, Moist",,,db_fmstw,g/cc,"Bulk density, whole soil, moist is the weight per unit volume of the whole soil, with volume measured at field (sampling) moisture in clods. It is reported as grams per cubic centimeter, whole soil base."
kssl_analyte,792,"C, CO3",,,CCO3,mole %,The carbon content based on presence of carbonates measured by CO2 evolution after acid treatment.
kssl_analyte,790,"C, glucose",,,CGlucose,mg/kg,The carbon content based on glucose calibration.
kssl_analyte,791,"C, KMnO4 extract",,,CKMnO4,mg/kg,The carbon content based on KMnO4 extraction.
kssl_calc,182,"CaCO3, <20 mm",,,caco3l20,% wt,"Carbonate in the 2-20mm fraction is measured by CO2 evolution after acid treatment. It is reported as gravimetric percent CaCO3 on a 2-20 mm base, even though carbonates of Mg, Na, K, and Fe may be present and react with the acid."
kssl_calc,1114,"CaCO3, screened MIR predicted, N",,,caco3_smp,% wt,to be added
kssl_calc,1111,"CaCO3, screened MIR predicted, S",,,caco3_smp,% wt,to be added
kssl_calc,1112,"CaCO3, screened MIR predicted, SK",,,caco3_smp,% wt,to be added
kssl_calc,1113,"CaCO3, screened MIR predicted,GP",,,caco3_smp,% wt,to be added
kssl_analyte,1060,"Cadmium, Element Mehlich3 Extractable",,,cd_el_meh3,mg/kg,The cadmium extracted by the Mehlich III solution.
kssl_analyte,394,"Cadmium, Total",,,cd_tot,mg/kg,Total Cd is the cadmium measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,680,"Cadmium, Trace Element",,,cd_trelm,mg/kg,Total Cd is the cadmium measured after total dissolution of a size fraction of soil material. It is stored and reported as milligrams per kilogram on the base of the size fraction used.
kssl_analyte,1201,"Cadmium, Water Element",,,cd_wtelm,µg/L,Total Cd is the cadmium measured in the water sample.
kssl_analyte,1162,"Cadmium, Water Extractable",,,cd_watx,µg/kg,The cadmium extracted by the Water solution.
kssl_analyte,1441,"Cadmium, X-Ray Flourescence Element",,,cd_pxrf,ppm,Cadmium as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.
kssl_analyte,133,"Calcite, petro_count",,,min_CA_petro_count,count,to be added
kssl_analyte,1423,"Calcite, tga",,,min_CA_tga,%,to be added
kssl_analyte,431,"Calcite, x-ray",,,min_CA_x-ray,peak_size,to be added
kssl_analyte,1264,"Calcite, x-ray pm",,,min_CA_x-ray_pm,peak_size,to be added
kssl_analyte,1059,"Calcium, Element Mehlich3 Extractable",,,ca_el_meh3,mg/kg,The calcium extracted by the Mehlich III solution.
kssl_analyte,669,"Calcium, Major Element",,,ca_mjelm,mg/kg,Total Ca is the calcium measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported as percent oxide on the base of the size fraction used.
kssl_analyte,1506,"Calcium, Major Element XRF",,,ca_mjelm_xrf,mg/kg,Total Ca is the calcium measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported as percent oxide on the base of the size fraction used.
kssl_analyte,75,"Calcium, Neutral Salt Extractable",,,ca_neutral_salt,cmol(+)/kg,The neutral salt extractable calcium is the fraction removed by 1.0N NH4Cl.
kssl_analyte,81,"Calcium, NH4OAc Extractable",,,ca_nh4,cmol(+)/kg,NH4OAC extractable calcium is the fraction removed by pH 7.0 NH4OAC. It is assumed to represent the exchangeable Ca. It is reported as meq per 100 grams on a <2 mm base. It is not reported for samples containing carbonates or soluble salts.
kssl_analyte,722,"Calcium, NH4OAc Extractable, 2M KCl displacement",,,ca_nh4d,cmol(+)/kg,NH4OAC extractable calcium is the fraction removed by pH 7.0 NH4OAC. It is assumed to represent the exchangeable Ca. It is reported as meq per 100 grams on a <2 mm base. It is not reported for samples containing carbonates or soluble salts.
kssl_analyte,369,"Calcium, Saturation Extract",,,ca_satx,mmol(+)/L,"Calcium in the saturation extract is the fraction removed from a sample by saturating the sample with distilled H2O, then vacuum extracting the water. It is reported as meq per liter of extract."
kssl_analyte,395,"Calcium, Total",,,ca_tot,% wt,Total Ca is the calcium measured after total dissolution of a size fraction of soil material. It is stored as elemental percent and reported as percent oxide on the base of the size fraction used.
kssl_analyte,1182,"Calcium, Water",,,ca_wat,µg/L,Calcium in the water sample.
kssl_analyte,1200,"Calcium, Water Element",,,ca_wtelm,mg/L,Total Ca is the calcium measured in the water sample.
kssl_analyte,1161,"Calcium, Water Extractable",,,ca_watx,µg/kg,The calcium extracted by the Water solution.
kssl_analyte,1440,"Calcium, X-Ray Flourescence Element",,,ca_pxrf,ppm,Calcium as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.
kssl_calc,719,"Carbon, Biomass, Field Moist-Set1",,,c_biomass1,kg/ha,The carbon produced by biomass flush for a given depth interval.
kssl_calc,757,"Carbon, Biomass, Field Moist-Set2",,,c_biomass2,kg/ha,The carbon produced by biomass flush for a given depth interval.
kssl_calc,1382,"Carbon, hmin, N Prep",,,Chmin,% wt,The carbon content of the less than 53 micron fraction.
kssl_calc,934,"Carbon, hmin, S Prep",,,Chmin,% wt,The carbon content of the less than 53 micron fraction.
kssl_analyte,1408,"Carbon, hpom",,,Chpom,% wt,The carbon content of the particulate organic matter (>53 micron)
kssl_calc,713,"Carbon, Mineral per cm, Field Moist",,,c_min_cm,kg/ha/cm,The carbon content of the less than 53 micron fraction.
kssl_calc,726,"Carbon, Mineral, Field Moist",,,c_min,kg/ha,The carbon content of the less than 53 micron fraction in a given depth interval.
kssl_analyte,783,"Carbon, plants",,,Cplant,%,The carbon content of the plant material.
kssl_analyte,772,"Carbon, pom",,,Cpom,g/g,The carbon content of the particulate organic matter (<53 micron)
kssl_analyte,776,"Carbon, pom mineral",,,Cmin,g/g,The carbon content of the mineral particulate matter (>53 micron)
kssl_calc,710,"Carbon, POM per cm, Field Moist",,,c_pom_cm,kg/ha/cm,The carbon content of the greater than 53 micron fraction.
kssl_calc,722,"Carbon, POM, Field Moist",,,c_pom,kg/ha,The carbon content of the greater than 53 micron fraction in a given depth interval.
kssl_analyte,779,"Carbon, root",,,Croot,%,The carbon content of the roots
kssl_analyte,72,"Carbon, Sodium Pyrophosphate Extractable",,,c_pyp,% wt,Sodium pyrophosphate extractable carbon was originally thought to correspond to carbon that bound Fe and Al in spodic materials. It is reported on a <2 mm base.
kssl_analyte,58,"Carbon, Total",,,c_tot,% wt,"Total carbon is a measure of all organic and inorganic nitrogen, including that found in organic minerals."
kssl_analyte,622,"Carbon, Total NCS",,,c_tot_ncs,% wt,"Total carbon is a measure of all organic and inorganic carbon, including that found in carbonate minerals."
